,range_of_agi,num_of_returns,agi,taxable_pen_ann_amount,real_estate_tax_amount,pers_prop_tax_amount,net_invsmnt_inc_tax_amount,total_all_a_cols,total_chosen_a_cols,affluence,zipcode
19040,21,9790,750177,55029,23083,256,437,3222082,828982,84.67640449438203,61073
19041,21,1970,85232,12786,674,6,0,292270,98698,50.1005076142132,61074
19042,21,490,26450,1885,444,0,0,95728,28779,58.73265306122449,61075
19043,21,650,36928,3215,333,0,0,133600,40476,62.27076923076923,61078
19044,21,4930,275172,17566,6527,103,78,1085780,299446,60.7395537525355,61080
19045,21,10340,540419,63495,7265,76,439,2033553,611694,59.15802707930367,61081
19046,21,1550,111893,10037,2783,14,35,460553,124762,80.4916129032258,61084
19047,21,1660,81973,8466,1020,0,0,296167,91459,55.09578313253012,61085
19048,21,800,34982,3379,424,0,0,122626,38785,48.48125,61087
19049,21,2900,198708,17983,5747,77,32,814395,222547,76.74034482758621,61088
19050,21,370,20805,1499,175,0,0,72995,22479,60.75405405405405,61089
19051,21,8450,298892,30696,3675,89,138,1070892,333490,39.46627218934911,61101
19052,21,7470,277591,22041,4510,101,55,1008132,304298,40.73601070950468,61102
19053,21,10170,472471,40691,7564,130,301,1819231,521157,51.24454277286136,61103
19054,21,6840,183654,8548,751,64,0,597494,193017,28.218859649122805,61104
19055,21,14660,1025135,91496,27542,292,927,4342049,1145392,78.13042291950887,61107
19056,21,13580,634736,68306,11994,357,87,2360230,715480,52.68630338733431,61108
19057,21,12470,539915,44134,8831,191,58,1956691,593129,47.564474739374496,61109
19058,21,11560,601276,46177,12729,167,115,2333905,660464,57.13356401384083,61111
19059,21,7800,642120,63230,20376,182,586,2832452,726494,93.14025641025641,61114
19060,21,11010,525406,41235,10048,143,26,1948558,576858,52.39400544959128,61115
19061,21,16570,840286,108504,12208,214,1326,3157705,962538,58.089197344598674,61201
19062,21,590,32501,4665,427,0,0,113792,37593,63.71694915254237,61230
19063,21,2450,134823,16550,1516,29,44,490433,152962,62.4334693877551,61231
19064,21,720,44238,5824,896,0,0,167242,50958,70.775,61232
19065,21,620,35993,2548,410,0,0,129958,38951,62.82419354838709,61234
19066,21,650,37126,3731,357,0,0,131403,41214,63.40615384615385,61235
19067,21,1400,74885,8436,732,0,0,260309,84053,60.03785714285714,61238
19068,21,530,17544,2227,141,0,0,55541,19912,37.56981132075472,61239
19069,21,2980,226624,32978,5739,61,149,917213,265551,89.11107382550335,61240
19070,21,3350,179411,19960,2538,27,0,643764,201936,60.279402985074626,61241
19071,21,580,44486,5211,712,0,0,173260,50409,86.91206896551724,61242
19072,21,110,6724,0,0,0,0,22715,6724,61.127272727272725,61243
19073,21,10750,497731,76860,7486,183,112,1772252,582372,54.17413953488372,61244
19074,21,1310,71961,8365,682,0,0,257342,81008,61.8381679389313,61250
19075,21,180,11291,726,131,0,0,40877,12148,67.4888888888889,61251
19076,21,2620,152090,18806,2242,17,69,563110,173224,66.11603053435114,61252
19077,21,5720,474015,50795,8320,90,331,1910121,533551,93.27814685314685,61254
19078,21,940,63196,10471,1590,8,0,245910,75265,80.06914893617021,61256
19079,21,540,30954,3761,330,0,0,110646,35045,64.89814814814815,61257
19080,21,620,39266,4474,720,0,0,147214,44460,71.70967741935483,61259
19081,21,360,19737,1799,101,0,0,65530,21637,60.102777777777774,61260
19082,21,440,18965,2823,142,0,0,60390,21930,49.84090909090909,61261
19083,21,370,23394,2922,382,0,0,83805,26698,72.15675675675676,61262
19084,21,320,16278,1456,131,0,0,56263,17865,55.828125,61263
19085,21,4990,287639,39155,4858,56,74,1096133,331782,66.48937875751503,61264
19086,21,21920,1181957,151961,19380,402,846,4493614,1354546,61.79498175182482,61265
19087,21,3480,198977,26110,2598,22,35,738832,227742,65.44310344827586,61270
19088,21,670,32669,4278,193,0,0,108254,37140,55.43283582089552,61272
19089,21,1570,99966,11865,1742,15,0,373809,113588,72.34904458598726,61273
19090,21,150,8182,204,0,0,0,24366,8386,55.906666666666666,61274
19091,21,2020,154187,22393,3818,53,54,620753,180505,89.35891089108911,61275
19092,21,1490,79977,9717,786,0,32,282675,90512,60.74630872483222,61277
19093,21,300,29019,2803,817,0,0,122437,32639,108.79666666666667,61278
19094,21,470,29354,2849,360,0,0,107462,32563,69.28297872340426,61279
19095,21,1260,89896,11053,1796,9,0,354943,102754,81.55079365079365,61281
19096,21,3970,180046,27883,2643,65,0,629364,210637,53.05717884130982,61282
19097,21,720,38034,2282,207,0,0,128549,40523,56.28194444444444,61283
19098,21,1170,85666,12082,1840,26,0,337340,99614,85.14017094017095,61284
19099,21,800,42310,7553,625,0,0,146761,50488,63.11,61285
19100,21,5050,253200,24081,3228,21,151,964189,280681,55.58039603960396,61301
19101,21,1850,95485,10201,1180,4,0,349847,106870,57.76756756756757,61310
19102,21,120,6364,582,0,0,0,17624,6946,57.88333333333333,61311
19103,21,210,12617,1317,89,0,0,42877,14023,66.77619047619048,61312
19104,21,120,7494,262,118,0,0,26537,7874,65.61666666666666,61313
19105,21,390,18121,1753,96,0,0,60018,19970,51.205128205128204,61314
19106,21,160,4949,0,0,0,0,13986,4949,30.93125,61315
19107,21,140,6146,577,0,0,0,17903,6723,48.02142857142857,61316
19108,21,240,11324,897,93,0,0,37649,12314,51.30833333333333,61317
19109,21,310,17458,948,292,0,0,62047,18698,60.31612903225806,61318
19110,21,590,37384,3915,561,0,0,140171,41860,70.94915254237289,61319
19111,21,340,17740,2611,241,0,0,61489,20592,60.56470588235294,61320
19112,21,150,7069,739,0,0,0,20256,7808,52.053333333333335,61321
19113,21,700,24168,2332,0,0,0,73354,26500,37.857142857142854,61322
19114,21,480,28771,2340,325,0,0,106942,31436,65.49166666666666,61325
19115,21,1160,69533,6018,661,0,0,259272,76212,65.7,61326
19116,21,610,37689,4554,495,0,0,141955,42738,70.0622950819672,61327
19117,21,640,34389,3166,590,0,0,124187,38145,59.6015625,61329
19118,21,720,37855,3420,381,0,0,133415,41656,57.855555555555554,61330
19119,21,160,10155,709,0,0,0,32665,10864,67.9,61333
19120,21,360,19135,1795,185,0,0,65449,21115,58.65277777777778,61334
19121,21,280,15808,1668,121,0,0,54693,17597,62.84642857142857,61335
19122,21,260,13270,1548,71,0,0,42966,14889,57.26538461538462,61336
19123,21,220,9458,517,70,0,0,31924,10045,45.65909090909091,61337
19124,21,180,8107,298,0,0,0,23679,8405,46.69444444444444,61338
19125,21,190,9571,875,0,0,0,29047,10446,54.97894736842105,61340
19126,21,3880,221829,25898,4522,22,64,863155,252335,65.03479381443299,61341
19127,21,4260,214372,18027,2812,26,140,802230,235377,55.25281690140845,61342
19128,21,180,7712,521,0,0,0,21840,8233,45.73888888888889,61344
19129,21,340,18297,1720,97,0,0,60211,20114,59.15882352941176,61345
19130,21,2400,127241,14170,1868,8,0,470937,143287,59.70291666666667,61348
19131,21,480,26224,2253,206,0,0,93669,28683,59.75625,61349
19132,21,11870,695775,79530,13780,115,263,2738723,789463,66.50909856781803,61350
19133,21,590,31345,3928,705,0,0,116043,35978,60.97966101694915,61353
19134,21,5480,317597,38091,3869,28,228,1219450,359813,65.65930656934306,61354
19135,21,5360,315839,34709,4876,21,201,1239362,355646,66.35186567164179,61356
19136,21,210,9511,1031,0,0,0,29986,10542,50.2,61358
19137,21,150,7130,578,0,0,0,23396,7708,51.38666666666666,61359
19138,21,1660,100643,10532,1660,15,0,388766,112850,67.98192771084338,61360
19139,21,630,32299,3300,262,0,0,111271,35861,56.922222222222224,61361
19140,21,2880,137976,14076,2184,0,38,504672,154274,53.56736111111111,61362
19141,21,120,5799,330,0,0,0,17003,6129,51.075,61363
19142,21,8800,424213,50074,3897,35,85,1502593,478304,54.35272727272727,61364
19143,21,380,22692,1973,253,0,0,81297,24918,65.57368421052631,61367
19144,21,660,31692,3356,265,0,0,107602,35313,53.50454545454546,61368
19145,21,760,40208,4212,382,0,0,138676,44802,58.95,61369
19146,21,700,40995,3986,479,0,0,144848,45460,64.94285714285714,61370
19147,21,120,5581,537,0,0,0,18304,6118,50.983333333333334,61372
19148,21,1010,68868,7346,1439,0,0,270171,77653,76.88415841584158,61373
19149,21,510,29701,5201,585,0,0,107887,35487,69.58235294117647,61375
19150,21,990,54688,4208,560,0,0,201726,59456,60.05656565656566,61376
19151,21,620,36180,3383,432,0,0,131344,39995,64.50806451612904,61377
19152,21,240,15651,739,161,0,0,57031,16551,68.9625,61378
19153,21,620,29318,2711,229,0,0,99165,32258,52.02903225806452,61379
19154,21,14150,682040,91056,7107,76,345,2499020,780624,55.167773851590105,61401
19155,21,1720,76365,8270,533,0,0,258609,85168,49.51627906976744,61410
19156,21,150,8380,522,0,0,0,23781,8902,59.346666666666664,61411
19157,21,670,39654,3627,183,0,0,132908,43464,64.87164179104478,61412
19158,21,530,32388,4095,335,0,0,114764,36818,69.4679245283019,61413
19159,21,390,21583,1491,120,0,0,73734,23194,59.47179487179487,61414
19160,21,780,40618,5949,395,0,0,138676,46962,60.207692307692305,61415
19161,21,130,7243,273,0,0,0,20521,7516,57.815384615384616,61417
19162,21,300,15835,1550,75,0,0,52782,17460,58.2,61418
19163,21,510,24967,3353,98,0,0,79515,28418,55.72156862745098,61420
19164,21,590,34440,3146,253,0,0,122220,37839,64.13389830508474,61421
19165,21,1520,63994,6854,321,0,0,213318,71169,46.82171052631579,61422
19166,21,310,17281,1557,130,0,0,59807,18968,61.18709677419355,61423
19167,21,210,10766,987,0,0,0,30367,11753,55.96666666666667,61425
19168,21,1010,51199,10310,557,0,0,173610,62066,61.45148514851485,61427
19169,21,520,45849,6437,1374,0,21,189869,53681,103.2326923076923,61428
19170,21,390,23735,2421,329,0,0,88556,26485,67.91025641025641,61430
19171,21,160,7525,398,55,0,0,25336,7978,49.8625,61431
19172,21,310,17591,2193,67,0,0,57194,19851,64.03548387096774,61432
19173,21,1480,72268,6898,608,0,0,253038,79774,53.90135135135135,61434
19174,21,400,23881,2992,225,0,0,81054,27098,67.745,61436
19175,21,380,20176,2339,112,0,0,68143,22627,59.544736842105266,61437
19176,21,340,19762,2633,184,0,0,69203,22579,66.40882352941176,61438
19177,21,130,5394,456,0,0,0,15437,5850,45.0,61439
19178,21,340,14706,1869,0,0,0,45605,16575,48.75,61440
19179,21,380,19210,2373,80,0,0,62348,21663,57.007894736842104,61441
19180,21,270,11199,1018,0,0,0,34170,12217,45.24814814814815,61442
19181,21,6050,259380,27405,1940,12,71,891833,288808,47.736859504132234,61443
19182,21,420,22069,1674,84,0,0,73775,23827,56.73095238095238,61447
19183,21,1830,100396,11942,1106,8,0,359319,113452,61.995628415300544,61448
19184,21,210,9446,853,42,0,0,29530,10341,49.24285714285714,61449
19185,21,760,35635,3072,200,0,0,120657,38907,51.19342105263158,61450
19186,21,170,9384,754,79,0,0,30462,10217,60.1,61451
19187,21,120,6157,0,0,0,0,17276,6157,51.30833333333333,61452
19188,21,310,14271,882,0,0,0,45327,15153,48.880645161290325,61453
19189,21,280,12064,1463,52,0,0,38439,13579,48.496428571428574,61454
19190,21,6970,371388,67948,5910,32,216,1390681,445494,63.91592539454806,61455
19191,21,410,18098,2297,137,0,0,59719,20532,50.078048780487805,61458
19192,21,170,7767,610,0,0,0,22096,8377,49.27647058823529,61459
19193,21,140,5777,366,0,0,0,16149,6143,43.878571428571426,61460
19194,21,5000,238398,25881,1956,22,108,840558,266365,53.273,61462
19195,21,580,28855,3322,249,0,0,97186,32426,55.90689655172414,61465
19196,21,140,7269,939,0,0,0,20571,8208,58.628571428571426,61466
19197,21,510,26799,2754,169,0,0,92091,29722,58.27843137254902,61467
19198,21,940,39233,5200,223,0,0,129710,44656,47.5063829787234,61469
19199,21,200,8901,391,0,0,0,25695,9292,46.46,61470
19200,21,280,17543,2104,176,0,0,60892,19823,70.79642857142858,61472
19201,21,740,38658,4060,286,0,0,138348,43004,58.11351351351351,61473
19202,21,140,6420,623,0,0,0,17933,7043,50.30714285714286,61474
19203,21,190,10230,684,0,0,0,30459,10914,57.44210526315789,61476
19204,21,270,12992,2022,68,0,0,41201,15082,55.85925925925926,61477
19205,21,140,7120,250,0,0,0,17299,7370,52.642857142857146,61478
19206,21,590,28913,3010,175,0,0,96979,32098,54.40338983050847,61480
19207,21,270,14804,1482,81,0,0,47219,16367,60.61851851851852,61482
19208,21,870,48773,5204,422,0,0,177170,54399,62.52758620689655,61483
19209,21,370,15316,2084,57,0,0,48196,17457,47.18108108108108,61484
19210,21,260,13597,1349,106,0,0,43671,15052,57.89230769230769,61485
19211,21,730,37757,4203,423,0,0,130985,42383,58.058904109589044,61486
19212,21,530,26268,3198,223,0,0,90099,29689,56.01698113207547,61488
19213,21,420,22011,2295,202,0,0,73422,24508,58.352380952380955,61489
19214,21,520,28828,2809,304,0,0,100974,31941,61.425,61490
19215,21,1020,54206,4779,507,0,0,196418,59492,58.325490196078434,61491
19216,21,780,33144,4072,243,0,0,108681,37459,48.024358974358975,61501
19217,21,330,18881,1607,206,0,0,65196,20694,62.70909090909091,61516
19218,21,1630,158104,14626,3706,18,124,685310,176578,108.33006134969325,61517
19219,21,6860,332537,48243,3395,21,72,1177024,384268,56.01574344023324,61520
19220,21,5320,330077,42840,5897,41,124,1276959,378979,71.23665413533834,61523
19221,21,130,5888,686,0,0,0,17018,6574,50.56923076923077,61524
19222,21,4790,659504,37591,18967,120,806,3075124,716988,149.68434237995825,61525
19223,21,520,42480,5197,1107,0,0,172102,48784,93.81538461538462,61526
19224,21,1390,161427,13560,5214,30,186,750400,180417,129.79640287769783,61528
19225,21,1370,84500,9797,1553,0,0,321536,95850,69.96350364963503,61529
19226,21,2830,193475,19524,3718,23,145,761873,216885,76.63780918727915,61530
19227,21,1510,75876,8920,883,0,0,267250,85679,56.74105960264901,61531
19228,21,230,9803,979,0,0,0,29785,10782,46.87826086956522,61532
19229,21,1110,66768,8652,1180,0,0,248012,76600,69.009009009009,61533
19230,21,780,45025,5864,491,0,0,159394,51380,65.87179487179488,61534
19231,21,840,76479,10297,1827,0,43,324494,88646,105.53095238095239,61535
19232,21,1490,101708,13307,2183,0,28,398428,117226,78.6751677852349,61536
19233,21,1290,65165,8983,577,0,0,224724,74725,57.92635658914729,61537
19234,21,1360,75552,10093,888,0,0,270950,86533,63.62720588235294,61540
19235,21,1560,80199,12356,525,0,0,271299,93080,59.666666666666664,61542
19236,21,330,15234,2353,83,0,0,47529,17670,53.54545454545455,61544
19237,21,330,20339,1771,271,0,0,71553,22381,67.82121212121213,61545
19238,21,1930,105028,13967,1219,0,29,373635,120243,62.3020725388601,61546
19239,21,1750,147642,20033,3661,10,31,594767,171377,97.92971428571428,61547
19240,21,5750,506320,48562,14741,142,377,2190731,570142,99.1551304347826,61548
19241,21,8690,775035,77482,18364,133,1087,3363992,872101,100.35684695051783,61550
19242,21,110,4880,0,0,0,0,13164,4880,44.36363636363637,61552
19243,21,19270,982543,130572,13988,123,230,3597964,1127456,58.508354955889985,61554
19244,21,1550,108527,10922,2422,0,61,436596,121932,78.66580645161291,61559
19245,21,330,21571,4202,415,0,0,80789,26188,79.35757575757576,61560
19246,21,1300,90736,6996,1538,0,115,362612,99385,76.45,61561
19247,21,250,10027,967,0,0,0,29226,10994,43.976,61563
19248,21,490,17810,1427,76,0,0,55619,19313,39.41428571428571,61564
19249,21,670,42022,4806,560,0,0,153670,47388,70.72835820895523,61565
19250,21,280,12279,2281,100,0,0,39396,14660,52.357142857142854,61567
19251,21,2180,165557,16966,3166,15,120,679769,185824,85.24036697247706,61568
19252,21,570,39487,5582,753,0,0,149623,45822,80.38947368421053,61569
19253,21,830,42591,4063,491,0,0,150116,47145,56.80120481927711,61570
19254,21,11440,851762,90667,21354,213,455,3530756,964451,84.30515734265734,61571
19255,21,500,23866,2352,273,0,0,80213,26491,52.982,61572
19256,21,440,40788,2869,634,0,122,174380,44413,100.93863636363636,61602
19257,21,6740,210506,19060,1288,14,62,705594,230930,34.26261127596439,61603
19258,21,13870,569737,67529,6127,93,139,2027064,643625,46.4041095890411,61604
19259,21,5400,121588,13274,320,0,0,377009,135182,25.033703703703704,61605
19260,21,2070,98120,8767,1323,13,76,382109,108299,52.318357487922704,61606
19261,21,5430,294826,43280,5292,28,27,1079768,343453,63.25101289134438,61607
19262,21,2430,88402,10225,553,0,0,285257,99180,40.81481481481482,61610
19263,21,12090,724788,93639,14768,109,265,2830091,833569,68.94698097601324,61611
19264,21,14110,1046226,124428,21659,174,1488,4409454,1193975,84.61906449326719,61614
19265,21,11600,1152500,94245,28049,266,1672,5153281,1276732,110.06310344827587,61615
19266,21,3140,180526,13444,2852,15,485,729737,197322,62.84140127388535,61616
19267,21,16790,865538,85028,13734,171,557,3368532,965028,57.47635497319833,61701
19268,21,18040,1607648,137214,41961,438,1988,7017970,1789249,99.18231707317074,61704
19269,21,6470,665955,54454,20731,199,750,2999911,742089,114.69690880989181,61705
19270,21,120,5995,426,0,0,0,17720,6421,53.50833333333333,61720
19271,21,270,13530,1597,143,0,0,46720,15270,56.55555555555556,61721
19272,21,230,13171,1176,115,0,0,45603,14462,62.87826086956522,61722
19273,21,1170,62555,7682,868,0,0,227984,71105,60.77350427350427,61723
19274,21,240,12800,1256,0,0,0,41563,14056,58.56666666666667,61724
19275,21,780,62029,6811,1535,0,40,256182,70415,90.27564102564102,61725
19276,21,1220,64923,8160,789,0,0,232305,73872,60.55081967213115,61726
19277,21,4500,251814,25325,2768,25,129,939454,280061,62.23577777777778,61727
19278,21,620,36571,3755,467,0,0,133230,40793,65.79516129032258,61728
19279,21,540,54981,3827,1168,0,31,238467,60007,111.12407407407407,61729
19280,21,180,11183,1013,148,0,0,39633,12344,68.57777777777778,61730
19281,21,110,7036,123,0,0,0,22729,7159,65.08181818181818,61731
19282,21,1000,68316,7051,1532,0,0,267990,76899,76.899,61732
19283,21,560,35306,2631,631,0,0,134984,38568,68.87142857142857,61733
19284,21,1310,73871,9395,1062,0,0,268311,84328,64.37251908396946,61734
19285,21,190,11757,1256,158,0,0,43504,13171,69.32105263157895,61735
19286,21,940,88580,5693,2458,10,39,386398,96780,102.95744680851064,61736
19287,21,250,16372,1452,257,0,0,59292,18081,72.324,61737
19288,21,2020,144740,13849,2518,8,221,581918,161336,79.86930693069307,61738
19289,21,2310,155075,12771,2354,0,115,609158,170315,73.72943722943722,61739
19290,21,720,45745,4441,549,0,0,168107,50735,70.46527777777777,61740
19291,21,770,41622,2623,518,0,0,155322,44763,58.13376623376623,61741
19292,21,540,54665,4364,1246,0,18,232716,60293,111.6537037037037,61742
19293,21,130,7987,827,0,0,0,26470,8814,67.8,61743
19294,21,930,58771,4621,910,0,0,222021,64302,69.14193548387097,61744
19295,21,1990,141543,11815,3586,27,25,573965,156996,78.8924623115578,61745
19296,21,680,43871,4186,769,0,0,167603,48826,71.80294117647058,61747
19297,21,1390,148943,15241,3877,25,255,658878,168341,121.10863309352519,61748
19298,21,260,13477,1487,47,0,0,41423,15011,57.73461538461538,61749
19299,21,2050,140790,12295,2739,14,63,550067,155901,76.04926829268292,61752
19300,21,1430,94848,11289,2491,0,41,376648,108669,75.99230769230769,61753
19301,21,600,35466,3179,651,0,0,132434,39296,65.49333333333334,61754
19302,21,2070,144426,14888,2871,14,18,568832,162217,78.36570048309179,61755
19303,21,1020,62234,4906,869,0,0,234926,68009,66.67549019607843,61756
19304,21,720,43701,4532,660,0,0,163297,48893,67.90694444444445,61759
19305,21,1170,64655,6922,874,0,0,233971,72451,61.92393162393162,61760
19306,21,19150,1220319,140095,29634,366,398,4949942,1390812,72.62725848563969,61761
19307,21,5960,317160,40799,5291,41,78,1188677,363369,60.96795302013423,61764
19308,21,290,13177,1182,132,0,0,44023,14491,49.96896551724138,61769
19309,21,510,25300,2650,211,0,0,85923,28161,55.21764705882353,61770
19310,21,420,28499,2571,541,0,0,108493,31611,75.26428571428572,61771
19311,21,200,12450,1187,205,0,0,43599,13842,69.21,61772
19312,21,210,9439,685,67,0,0,29909,10191,48.52857142857143,61773
19313,21,460,27672,2699,467,0,0,101657,30838,67.0391304347826,61774
19314,21,150,8532,0,83,0,0,29937,8615,57.43333333333333,61775
19315,21,730,56968,7608,1404,0,28,232609,66008,90.42191780821918,61776
19316,21,470,29855,2282,327,0,0,106961,32464,69.07234042553192,61777
19317,21,300,14467,1507,99,0,0,47298,16073,53.57666666666667,61778
19318,21,8710,451665,70520,9347,70,376,1753263,531978,61.07669345579794,61801
19319,21,9120,493773,74869,9459,139,271,1904677,578511,63.433223684210525,61802
19320,21,130,8599,513,0,0,0,24789,9112,70.0923076923077,61810
19321,21,290,14227,1305,92,0,0,46578,15624,53.87586206896552,61811
19322,21,160,7898,837,0,0,0,26007,8735,54.59375,61812
19323,21,890,43373,4181,310,0,0,146207,47864,53.779775280898875,61813
19324,21,540,32009,4042,317,0,0,114311,36368,67.34814814814816,61814
19325,21,160,7365,1042,0,0,0,21576,8407,52.54375,61815
19326,21,210,13642,1485,76,0,0,43946,15203,72.3952380952381,61816
19327,21,1210,68047,8662,786,0,0,244126,77495,64.04545454545455,61817
19328,21,780,38956,4033,287,0,0,131401,43276,55.48205128205128,61818
19329,21,9540,438495,39784,4832,39,543,1654752,483693,50.701572327044026,61820
19330,21,14190,912649,112854,14970,160,1165,3663492,1041798,73.41775898520085,61821
19331,21,11580,1113198,108135,27995,250,1206,4941350,1250784,108.01243523316062,61822
19332,21,230,14625,1542,105,0,0,44186,16272,70.74782608695652,61830
19333,21,14100,597182,79241,5861,72,226,2137482,682582,48.41007092198581,61832
19334,21,950,33525,4192,44,0,0,103148,37761,39.74842105263158,61833
19335,21,3160,200632,25770,2407,12,83,772073,228904,72.4379746835443,61834
19336,21,280,14148,1108,117,0,0,46178,15373,54.90357142857143,61839
19337,21,370,32534,2286,728,0,0,137689,35548,96.07567567567567,61840
19338,21,620,35085,4183,379,0,0,122298,39647,63.946774193548386,61841
19339,21,1310,78626,6433,1008,0,14,291750,86081,65.71068702290076,61842
19340,21,1190,69325,6450,1076,5,0,257995,76856,64.58487394957983,61843
19341,21,480,28489,2773,286,0,0,100457,31548,65.725,61844
19342,21,190,10602,928,119,0,0,36142,11649,61.310526315789474,61845
19343,21,2060,87987,12458,534,0,0,289890,100979,49.018932038834954,61846
19344,21,570,35201,3436,567,0,0,129225,39204,68.77894736842106,61847
19345,21,860,54735,5902,746,0,0,200669,61383,71.37558139534883,61849
19346,21,230,11057,1620,0,0,0,31564,12677,55.11739130434783,61850
19347,21,230,12579,857,89,0,0,40493,13525,58.80434782608695,61851
19348,21,120,5025,0,0,0,0,13943,5025,41.875,61852
19349,21,6300,542200,45459,13865,109,228,2353017,601861,95.53349206349206,61853
19350,21,740,43181,5199,674,0,0,159046,49054,66.28918918918919,61854
19351,21,3790,291046,33409,4783,42,103,1180888,329383,86.90844327176781,61856
19352,21,1490,80723,12021,914,0,0,283614,93658,62.857718120805366,61858
19353,21,580,35741,4175,594,0,0,127560,40510,69.84482758620689,61859
19354,21,240,12776,1434,131,0,0,43149,14341,59.75416666666667,61862
19355,21,430,26402,3714,221,0,0,89373,30337,70.55116279069767,61863
19356,21,870,59733,7055,1032,0,0,231209,67820,77.95402298850574,61864
19357,21,620,31769,3046,236,0,0,108170,35051,56.53387096774193,61865
19358,21,6330,244175,30150,2337,21,48,830078,276731,43.7173775671406,61866
19359,21,540,23348,2585,81,0,0,73873,26014,48.17407407407408,61870
19360,21,160,10440,865,143,0,0,35752,11448,71.55,61871
19361,21,360,20401,2157,239,0,0,70781,22797,63.325,61872
19362,21,2810,203796,22184,4235,20,43,799494,230278,81.94946619217082,61873
19363,21,3770,290405,36538,6312,31,175,1212804,333461,88.45119363395226,61874
19364,21,350,27098,4005,484,0,0,105477,31587,90.24857142857142,61875
19365,21,300,16832,1654,88,0,0,55773,18574,61.913333333333334,61876
19366,21,810,47909,7074,719,0,0,174646,55702,68.7679012345679,61877
19367,21,730,35308,5079,291,0,0,118006,40678,55.723287671232875,61878
19368,21,2030,126113,12869,2143,9,0,475408,141134,69.52413793103449,61880
19369,21,310,19039,1782,215,0,0,67627,21036,67.85806451612903,61882
19370,21,2160,93606,11898,378,0,0,308496,105882,49.019444444444446,61883
19371,21,620,55179,6668,859,0,43,216929,62749,101.20806451612903,61884
19372,21,2070,102393,5977,871,0,0,358041,109241,52.77342995169082,61910
19373,21,2170,113363,4978,1202,0,107,424772,119650,55.13824884792627,61911
19374,21,580,30831,4116,232,0,0,102695,35179,60.65344827586207,61912
19375,21,770,38937,3603,273,0,0,133636,42813,55.6012987012987,61913
19376,21,890,43970,4687,445,0,0,152404,49102,55.17078651685393,61914
19377,21,270,14601,683,0,0,0,48197,15284,56.60740740740741,61917
19378,21,380,22928,2648,401,0,0,84869,25977,68.36052631578947,61919
19379,21,8310,442891,71237,5975,34,260,1661361,520397,62.62298435619735,61920
19380,21,1000,55991,5536,373,0,0,194879,61900,61.9,61924
19381,21,450,30921,1816,489,0,0,119908,33226,73.83555555555556,61925
19382,21,350,16914,1381,86,0,0,55436,18381,52.51714285714286,61928
19383,21,350,17818,2114,58,0,0,55305,19990,57.114285714285714,61929
19384,21,220,11785,1042,0,0,0,35666,12827,58.304545454545455,61930
19385,21,540,25649,2469,212,0,0,84376,28330,52.46296296296296,61931
19386,21,200,9483,998,0,0,0,27740,10481,52.405,61932
19387,21,470,22068,2048,70,0,0,71787,24186,51.45957446808511,61933
19388,21,130,5183,353,0,0,0,15006,5536,42.58461538461538,61936
19389,21,920,48682,3755,289,0,0,163952,52726,57.31086956521739,61937
19390,21,9810,503493,57751,5784,55,319,1869076,567402,57.83914373088685,61938
19391,21,520,29635,2823,124,0,0,100649,32582,62.65769230769231,61942
19392,21,720,36352,5070,290,0,0,121417,41712,57.93333333333333,61943
19393,21,5620,281560,30761,2516,12,90,1013935,314939,56.03896797153025,61944
19394,21,3780,243679,20147,2788,26,393,984718,267033,70.64365079365079,61951
19395,21,3080,175855,15615,2318,15,93,663359,193896,62.95324675324675,61953
19396,21,1360,64517,8198,571,0,0,220042,73286,53.88676470588236,61956
19397,21,840,39923,4130,265,0,0,136035,44318,52.75952380952381,61957
19398,21,840,54898,6561,1270,0,0,216800,62729,74.67738095238096,62001
19399,21,14220,708700,74421,9254,89,273,2705376,792737,55.748030942334736,62002
19400,21,240,14267,1959,142,0,0,48608,16368,68.2,62006
19401,21,760,33170,4685,143,0,0,108283,37998,49.997368421052634,62009
19402,21,5270,312860,40854,6058,57,55,1205559,359884,68.28918406072107,62010
19403,21,110,4851,422,0,0,0,13563,5273,47.93636363636364,62011
19404,21,3120,188024,19363,3207,19,31,718568,210644,67.51410256410256,62012
19405,21,240,11949,1530,69,0,0,39052,13548,56.45,62013
19406,21,1790,91793,10847,941,0,0,328154,103581,57.866480446927376,62014
19407,21,240,13833,1721,67,0,0,44625,15621,65.0875,62015
19408,21,1760,91079,9535,716,0,0,320550,101330,57.57386363636363,62016
19409,21,460,21912,3238,141,0,0,72671,25291,54.9804347826087,62017
19410,21,1460,49255,5023,153,0,0,154983,54431,37.28150684931507,62018
19411,21,210,10609,1811,0,0,0,32644,12420,59.142857142857146,62019
19412,21,450,33050,4091,627,0,0,127554,37768,83.92888888888889,62021
19413,21,550,32097,3661,471,0,0,117469,36229,65.8709090909091,62022
19414,21,4390,199302,24953,1851,17,0,698119,226123,51.50865603644647,62024
19415,21,15040,1331662,119119,32659,305,1159,5900598,1484904,98.73031914893618,62025
19416,21,210,9839,920,0,0,0,31307,10759,51.233333333333334,62027
19417,21,410,22111,2139,260,0,0,78220,24510,59.78048780487805,62028
19418,21,440,20255,2698,195,0,0,67592,23148,52.60909090909091,62031
19419,21,350,17309,1973,69,0,0,56424,19351,55.28857142857143,62032
19420,21,2100,103378,13137,609,0,0,357501,117124,55.77333333333333,62033
