,range_of_agi,num_of_returns,agi,taxable_pen_ann_amount,real_estate_tax_amount,pers_prop_tax_amount,net_invsmnt_inc_tax_amount,total_all_a_cols,total_chosen_a_cols,affluence,zipcode
19421,21,6660,556501,58300,14229,87,302,2395444,629419,94.50735735735736,62034
19422,21,7860,526352,64208,9361,87,435,2104519,600443,76.39223918575064,62035
19423,21,330,19168,2623,274,0,0,69539,22065,66.86363636363636,62036
19424,21,860,56904,7538,1107,0,0,221069,65549,76.21976744186047,62037
19425,21,19070,835339,100797,8793,98,86,2925840,945113,49.560199265862614,62040
19426,21,900,43393,3849,241,0,0,146739,47483,52.75888888888889,62044
19427,21,220,10270,1443,113,0,0,33620,11826,53.75454545454546,62045
19428,21,440,27267,2556,604,0,0,106480,30427,69.15227272727273,62046
19429,21,670,37598,3602,465,0,0,136306,41665,62.1865671641791,62047
19430,21,590,23057,2907,98,0,0,73951,26062,44.172881355932205,62048
19431,21,2910,159226,27492,1504,12,25,566992,188259,64.6938144329897,62049
19432,21,180,6948,556,0,0,0,19842,7504,41.68888888888889,62050
19433,21,400,19766,3024,130,0,0,64556,22920,57.3,62051
19434,21,5590,296757,32809,4495,25,74,1106437,334160,59.77817531305904,62052
19435,21,260,13066,1967,98,0,0,41325,15131,58.19615384615385,62053
19436,21,360,14451,1511,85,0,0,46166,16047,44.575,62054
19437,21,3960,205638,25427,2601,15,217,762383,233898,59.06515151515151,62056
19438,21,360,15207,2047,86,0,0,49186,17340,48.166666666666664,62058
19439,21,230,4300,381,0,0,0,13037,4681,20.35217391304348,62059
19440,21,1660,46949,4847,156,0,0,150895,51952,31.296385542168675,62060
19441,21,880,56710,6260,1175,0,0,220945,64145,72.89204545454545,62061
19442,21,4070,329180,36470,8314,66,116,1406067,374146,91.92776412776412,62062
19443,21,510,26636,2779,263,0,0,93369,29678,58.1921568627451,62063
19444,21,1190,82101,8318,1698,10,0,321106,92127,77.41764705882353,62067
19445,21,1470,72522,8083,520,0,0,251638,81125,55.18707482993197,62069
19446,21,480,29251,2857,382,0,0,105496,32490,67.6875,62074
19447,21,1460,74927,10162,369,0,0,253922,85458,58.532876712328765,62075
19448,21,150,5582,948,0,0,0,15313,6530,43.53333333333333,62077
19449,21,150,7987,559,119,0,0,28195,8665,57.766666666666666,62079
19450,21,1020,44783,6204,298,0,0,151299,51285,50.279411764705884,62080
19451,21,150,6345,322,0,0,0,20728,6667,44.446666666666665,62081
19452,21,1110,48326,5201,213,0,0,161489,53740,48.414414414414416,62082
19453,21,110,6566,0,0,0,0,18109,6566,59.69090909090909,62083
19454,21,730,30350,3842,214,0,0,100869,34406,47.131506849315066,62084
19455,21,590,28270,3030,310,0,0,97562,31610,53.57627118644068,62086
19456,21,850,29527,2773,109,0,0,92893,32409,38.128235294117644,62087
19457,21,3140,173894,20295,1734,11,96,638088,196030,62.42993630573248,62088
19458,21,220,10438,1489,0,0,0,33679,11927,54.21363636363636,62089
19459,21,390,10510,1136,0,0,0,34425,11646,29.861538461538462,62090
19460,21,150,8033,920,80,0,0,26612,9033,60.22,62091
19461,21,1170,49464,5623,183,0,0,160496,55270,47.23931623931624,62092
19462,21,200,7275,676,0,0,0,20863,7951,39.755,62093
19463,21,460,19894,3664,72,0,0,63025,23630,51.369565217391305,62094
19464,21,5100,236226,27993,2050,14,0,825922,266283,52.21235294117647,62095
19465,21,1390,93247,10126,2090,7,11,370322,105481,75.88561151079136,62097
19466,21,2170,53373,3677,73,0,0,166180,57123,26.323963133640554,62201
19467,21,2750,79922,17471,401,16,0,260742,97810,35.56727272727273,62203
19468,21,2060,43789,5087,138,13,0,141510,49027,23.799514563106797,62204
19469,21,3080,80673,15682,258,14,0,262790,96627,31.372402597402598,62205
19470,21,5540,150277,12281,693,18,0,496428,163269,29.470938628158844,62206
19471,21,2780,67701,8966,193,16,0,222728,76876,27.65323741007194,62207
19472,21,8770,479866,65374,8134,127,90,1839023,553591,63.123261117445836,62208
19473,21,550,34214,2872,440,0,0,128123,37526,68.22909090909091,62214
19474,21,880,57161,5470,1193,0,0,222128,63824,72.52727272727273,62215
19475,21,1310,99126,7415,1888,9,24,405282,108462,82.79541984732825,62216
19476,21,360,17053,2025,102,0,0,56658,19180,53.27777777777778,62217
19477,21,770,53283,4366,1036,0,0,210441,58685,76.21428571428571,62218
19478,21,500,20958,1959,170,0,0,69126,23087,46.174,62219
19479,21,8830,481293,53968,7917,109,567,1854229,543854,61.591619479048695,62220
19480,21,13500,836419,105085,16083,244,295,3349715,958126,70.97229629629629,62221
19481,21,8640,542306,59794,9679,146,468,2207535,612393,70.87881944444445,62223
19482,21,1910,98912,3846,475,35,0,330109,103268,54.06701570680628,62225
19483,21,14410,838551,96295,15269,168,431,3369807,950714,65.97598889659959,62226
19484,21,3290,212877,19053,4322,19,63,857523,236334,71.8340425531915,62230
19485,21,3560,200519,24479,2369,11,41,744930,227419,63.88174157303371,62231
19486,21,3350,199949,18087,3638,22,190,808812,221886,66.23462686567164,62232
19487,21,2790,154850,30602,1065,0,151,540707,186668,66.90609318996415,62233
19488,21,15920,864887,91391,12852,153,168,3311415,969451,60.89516331658292,62234
19489,21,6630,653586,45269,14775,125,547,2826615,714302,107.73785822021117,62236
19490,21,1180,55830,6682,478,0,0,195453,62990,53.38135593220339,62237
19491,21,280,10334,587,58,0,0,33721,10979,39.21071428571429,62238
19492,21,2270,100350,10123,969,6,0,352125,111448,49.096035242290746,62239
19493,21,750,32661,3258,249,0,0,112262,36168,48.224,62240
19494,21,500,26103,4796,135,0,0,84133,31034,62.068,62241
19495,21,620,32044,3743,208,0,0,109273,35995,58.056451612903224,62242
19496,21,2890,203169,22038,4786,18,30,819302,230041,79.59896193771627,62243
19497,21,470,35144,3607,620,0,0,135377,39371,83.76808510638298,62244
19498,21,920,60121,5084,987,0,0,233172,66192,71.94782608695652,62245
19499,21,3730,202306,28750,3576,16,51,762765,234699,62.921983914209115,62246
19500,21,230,12428,1323,90,0,0,42431,13841,60.178260869565214,62248
19501,21,7890,537507,52011,12602,100,245,2202496,602465,76.35804816223067,62249
19502,21,250,11833,1432,61,0,0,38482,13326,53.304,62250
19503,21,270,11582,1547,62,0,0,36824,13191,48.855555555555554,62253
19504,21,2550,171324,25575,3566,28,101,684121,200594,78.6643137254902,62254
19505,21,510,22916,2749,200,0,0,79032,25865,50.71568627450981,62255
19506,21,1260,65337,7255,582,0,0,232354,73174,58.074603174603176,62257
19507,21,4670,300923,40528,6190,43,86,1162662,347770,74.46895074946467,62258
19508,21,3720,277955,31770,6863,37,126,1142661,316751,85.14811827956989,62260
19509,21,770,34423,4971,318,0,0,117094,39712,51.57402597402597,62262
19510,21,2530,160342,15437,2723,7,55,634894,178564,70.57865612648222,62263
19511,21,1540,89082,8868,1321,0,0,331062,99271,64.4616883116883,62264
19512,21,2020,119271,15921,2018,14,0,452576,137224,67.93267326732673,62265
19513,21,100,4528,0,0,0,0,13042,4528,45.28,62266
19514,21,370,19605,1649,200,0,0,67429,21454,57.983783783783785,62268
19515,21,16250,1264979,171007,29046,386,437,5276124,1465855,90.20646153846154,62269
19516,21,1080,67665,7059,1028,0,25,262927,75777,70.16388888888889,62271
19517,21,680,27626,3190,111,0,0,87283,30927,45.48088235294118,62272
19518,21,170,5595,351,0,0,0,16069,5946,34.976470588235294,62273
19519,21,2760,140992,15812,1322,0,0,504151,158126,57.292028985507244,62274
19520,21,1640,92680,8238,1576,7,0,350414,102501,62.50060975609756,62275
19521,21,620,29917,3024,142,0,0,97623,33083,53.35967741935484,62277
19522,21,3270,201221,18332,2335,6,169,781070,222063,67.9091743119266,62278
19523,21,170,10125,2145,0,0,0,32012,12270,72.17647058823529,62280
19524,21,1300,108509,9310,3109,14,23,464052,120965,93.05,62281
19525,21,320,21732,1547,232,0,0,79428,23511,73.471875,62282
19526,21,260,12641,1474,101,0,0,40512,14216,54.676923076923075,62284
19527,21,2220,189138,18277,5004,18,63,811787,212500,95.72072072072072,62285
19528,21,2690,128315,17053,1039,0,0,453926,146407,54.42639405204461,62286
19529,21,1370,72847,9154,550,0,0,260864,82551,60.25620437956204,62288
19530,21,200,8846,818,58,0,0,28114,9722,48.61,62289
19531,21,330,12221,1768,0,0,0,36980,13989,42.39090909090909,62292
19532,21,2330,153254,20604,2945,10,39,602940,176852,75.90214592274678,62293
19533,21,7090,514100,51931,13386,120,241,2120916,579778,81.774047954866,62294
19534,21,700,41098,3101,687,0,0,156227,44886,64.12285714285714,62295
19535,21,150,7621,1390,0,0,0,24122,9011,60.07333333333333,62297
19536,21,8670,629798,57156,13027,87,239,2606368,700307,80.77358708189158,62298
19537,21,14640,692772,57933,6526,48,989,2611402,758268,51.794262295081964,62301
19538,21,9440,702760,54826,12181,66,658,2919388,770491,81.6198093220339,62305
19539,21,390,18421,1974,50,0,0,58659,20445,52.42307692307692,62311
19540,21,940,41745,4095,262,0,0,140677,46102,49.04468085106383,62312
19541,21,170,8443,229,0,0,0,24807,8672,51.01176470588236,62313
19542,21,230,11299,966,67,0,0,37122,12332,53.61739130434783,62314
19543,21,290,15325,920,42,0,0,49638,16287,56.16206896551724,62316
19544,21,1000,52639,3361,486,0,0,187568,56486,56.486,62320
19545,21,1840,100794,8571,827,8,0,370527,110200,59.891304347826086,62321
19546,21,120,5209,352,0,0,0,14381,5561,46.34166666666667,62323
19547,21,570,26272,2024,102,0,0,82204,28398,49.82105263157895,62324
19548,21,170,8197,500,0,0,0,25994,8697,51.15882352941176,62325
19549,21,1100,51108,7575,425,0,0,168029,59108,53.734545454545454,62326
19550,21,770,36910,4194,188,0,0,124108,41292,53.625974025974024,62330
19551,21,710,44760,2879,392,0,0,165789,48031,67.64929577464788,62338
19552,21,420,21192,1128,86,0,0,68119,22406,53.34761904761905,62339
19553,21,760,37745,3253,300,0,0,136046,41298,54.339473684210525,62340
19554,21,1580,84401,7342,816,12,31,305362,92602,58.60886075949367,62341
19555,21,320,14354,998,75,0,0,47094,15427,48.209375,62343
19556,21,130,6072,521,0,0,0,17807,6593,50.715384615384615,62345
19557,21,110,4850,0,0,0,0,13158,4850,44.09090909090909,62346
19558,21,1050,57116,3611,544,0,0,208011,61271,58.35333333333333,62347
19559,21,280,13379,1278,0,0,0,41824,14657,52.34642857142857,62349
19560,21,860,45620,3435,459,0,0,161248,49514,57.574418604651164,62351
19561,21,1670,89201,9795,766,0,0,317704,99762,59.73772455089821,62353
19562,21,650,35489,5875,613,6,0,130651,41983,64.58923076923077,62354
19563,21,310,13281,1510,70,0,0,42838,14861,47.938709677419354,62355
19564,21,230,10979,599,0,0,0,34852,11578,50.33913043478261,62356
19565,21,120,4427,0,0,0,0,12153,4427,36.891666666666666,62357
19566,21,310,15708,1388,79,0,0,52835,17175,55.403225806451616,62358
19567,21,820,41428,2915,377,0,0,145432,44720,54.53658536585366,62360
19568,21,210,8238,548,0,0,0,26119,8786,41.838095238095235,62361
19569,21,150,6055,879,0,0,0,16796,6934,46.22666666666667,62362
19570,21,2600,148458,16579,1261,0,70,522625,166368,63.987692307692306,62363
19571,21,260,12442,587,81,0,0,41354,13110,50.42307692307692,62365
19572,21,600,25595,3182,172,0,0,85427,28949,48.248333333333335,62366
19573,21,520,19041,2535,82,0,0,59152,21658,41.65,62367
19574,21,170,7953,542,51,0,0,25863,8546,50.27058823529412,62370
19575,21,160,8499,293,45,0,0,27761,8837,55.23125,62373
19576,21,160,7005,929,0,0,0,19787,7934,49.5875,62374
19577,21,160,8659,638,37,0,0,28828,9334,58.3375,62375
19578,21,580,32045,2010,291,0,0,112805,34346,59.217241379310344,62376
19579,21,410,20892,2521,128,0,0,71704,23541,57.417073170731705,62378
19580,21,900,44507,4516,348,6,0,150632,49377,54.86333333333334,62379
19581,21,150,7219,133,0,0,0,21072,7352,49.013333333333335,62380
19582,21,9610,610096,52555,8952,31,741,2482498,672375,69.96618106139438,62401
19583,21,420,23160,2350,125,0,0,77040,25635,61.035714285714285,62410
19584,21,2120,104670,8781,984,0,0,375130,114435,53.97877358490566,62411
19585,21,200,10376,942,0,0,0,33531,11318,56.59,62413
19586,21,840,36476,3971,291,0,0,123956,40738,48.49761904761905,62414
19587,21,1260,56805,4739,188,0,0,190125,61732,48.993650793650794,62417
19588,21,920,43476,5072,378,0,0,153354,48926,53.18043478260869,62418
19589,21,170,7518,425,0,0,0,21615,7943,46.72352941176471,62419
19590,21,2020,102214,9073,925,0,50,369201,112262,55.57524752475248,62420
19591,21,360,19080,1597,103,0,0,62075,20780,57.72222222222222,62421
19592,21,490,20718,2182,121,0,0,67899,23021,46.981632653061226,62422
19593,21,310,17156,1810,127,0,0,57637,19093,61.590322580645164,62423
19594,21,1060,60740,2814,580,0,0,226047,64134,60.50377358490566,62424
19595,21,270,12731,875,69,0,0,41271,13675,50.648148148148145,62425
19596,21,430,17777,1530,78,0,0,58024,19385,45.08139534883721,62426
19597,21,740,38712,4284,295,0,0,133790,43291,58.50135135135135,62427
19598,21,1430,64982,7042,433,0,0,216619,72457,50.66923076923077,62428
19599,21,470,21809,2146,157,0,0,71792,24112,51.30212765957447,62431
19600,21,240,11561,934,57,0,0,36234,12552,52.3,62432
19601,21,440,24542,2820,120,0,0,85102,27482,62.45909090909091,62433
19602,21,170,7093,476,0,0,0,20521,7569,44.523529411764706,62434
19603,21,290,13451,1168,90,0,0,44673,14709,50.720689655172414,62436
19604,21,150,7201,716,0,0,0,22695,7917,52.78,62438
19605,21,3380,164365,16668,881,6,20,576906,181940,53.828402366863905,62439
19606,21,550,32090,4071,225,0,0,111645,36386,66.15636363636364,62440
19607,21,3380,189932,19268,1991,23,128,716197,211342,62.52721893491124,62441
19608,21,1080,52089,4632,325,0,0,176056,57046,52.82037037037037,62442
19609,21,750,34852,2914,297,0,0,119075,38063,50.75066666666667,62443
19610,21,180,8595,648,57,0,0,27638,9300,51.666666666666664,62444
19611,21,430,22822,1160,187,0,0,78349,24169,56.20697674418604,62445
19612,21,190,10088,494,70,0,0,33461,10652,56.06315789473684,62446
19613,21,1500,76226,10549,800,0,0,265969,87575,58.38333333333333,62447
19614,21,2690,141983,14788,1208,0,22,517336,158001,58.7364312267658,62448
19615,21,1410,74979,6593,621,0,0,267721,82193,58.29290780141844,62449
19616,21,5510,263344,27094,3094,20,54,950636,293606,53.28602540834846,62450
19617,21,960,47436,4065,294,0,0,162604,51795,53.953125,62451
19618,21,180,7942,378,0,0,0,23030,8320,46.22222222222222,62452
19619,21,4710,265959,25777,2640,30,112,992742,294518,62.53036093418259,62454
19620,21,1000,41943,3879,263,0,0,140243,46085,46.085,62458
19621,21,140,5995,406,0,0,0,17024,6401,45.72142857142857,62459
19622,21,470,22523,2294,91,0,0,74485,24908,52.99574468085106,62460
19623,21,440,25341,1934,198,0,0,92152,27473,62.43863636363636,62461
19624,21,550,31693,1716,252,0,0,116654,33661,61.20181818181818,62462
19625,21,590,27455,1792,221,0,0,93962,29468,49.945762711864404,62463
19626,21,410,21379,1930,165,0,0,72950,23474,57.25365853658536,62465
19627,21,1010,47754,4515,160,0,0,161657,52429,51.90990099009901,62466
19628,21,1920,138327,6536,1336,0,181,549589,146380,76.23958333333333,62467
19629,21,1140,57036,5584,420,0,0,193862,63040,55.29824561403509,62468
19630,21,210,11405,883,89,0,0,37144,12377,58.93809523809524,62469
19631,21,3780,184213,26200,2015,9,73,665804,212510,56.21957671957672,62471
19632,21,670,33440,2497,258,0,0,114546,36195,54.02238805970149,62473
19633,21,350,16038,2015,101,0,0,50848,18154,51.86857142857143,62474
19634,21,160,7366,240,0,0,0,20890,7606,47.5375,62475
19635,21,690,32763,2946,117,0,0,106418,35826,51.92173913043478,62476
19636,21,410,19866,2286,82,0,0,65861,22234,54.229268292682924,62477
19637,21,170,9448,723,63,0,0,31742,10234,60.2,62478
19638,21,420,21967,956,151,0,0,74781,23074,54.93809523809524,62479
19639,21,310,12483,995,50,0,0,38931,13528,43.63870967741936,62480
19640,21,180,9328,902,0,0,0,30055,10230,56.833333333333336,62481
19641,21,1220,76935,8849,1320,0,15,294150,87119,71.40901639344263,62501
19642,21,770,39727,3410,216,0,0,135202,43353,56.3025974025974,62510
19643,21,240,13766,1097,97,0,0,47199,14960,62.333333333333336,62512
19644,21,770,39934,3759,337,0,0,139922,44030,57.18181818181818,62513
19645,21,120,5349,359,0,0,0,15670,5708,47.56666666666667,62514
19646,21,420,24568,3617,277,0,0,85041,28462,67.76666666666667,62515
19647,21,100,3221,0,0,0,0,9140,3221,32.21,62517
19648,21,190,9077,759,56,0,0,29996,9892,52.06315789473684,62518
19649,21,790,46378,7014,743,0,0,169685,54135,68.5253164556962,62520
19650,21,16200,994377,106430,15632,148,1011,3982067,1117598,68.98753086419752,62521
19651,21,6000,279926,31388,2710,37,109,1025731,314170,52.361666666666665,62522
19652,21,150,6296,0,0,0,0,19919,6296,41.973333333333336,62523
19653,21,14310,640858,78848,7341,165,186,2326654,727398,50.831446540880506,62526
19654,21,770,43759,5725,410,0,0,153823,49894,64.7974025974026,62530
19655,21,870,48787,6635,423,0,0,169018,55845,64.1896551724138,62531
19656,21,480,26880,3283,271,0,0,96467,30434,63.40416666666667,62533
19657,21,550,27911,3708,206,0,0,93577,31825,57.86363636363637,62534
19658,21,1650,196162,13825,4613,23,170,894762,214793,130.17757575757577,62535
19659,21,460,37805,5949,684,0,0,146574,44438,96.60434782608695,62536
19660,21,100,4380,0,0,0,0,12572,4380,43.8,62537
19661,21,140,7469,576,0,0,0,21801,8045,57.464285714285715,62538
19662,21,570,33144,3197,236,0,0,114292,36577,64.17017543859649,62539
19663,21,730,32584,4348,229,0,0,107066,37161,50.90547945205479,62540
19664,21,250,12122,1463,114,0,0,41384,13699,54.796,62543
19665,21,810,48240,4657,586,0,0,177065,53483,66.02839506172839,62544
19666,21,630,40183,4407,605,0,0,151047,45195,71.73809523809524,62545
19667,21,740,42635,4247,293,0,0,143049,47175,63.75,62546
19668,21,330,19538,1827,97,0,0,65295,21462,65.03636363636363,62547
19669,21,1090,66161,7767,698,0,0,240707,74626,68.46422018348623,62548
19670,21,2870,209722,20341,4132,29,77,843920,234301,81.63797909407666,62549
19671,21,1280,76503,7518,893,0,0,280155,84914,66.3390625,62550
19672,21,360,16782,1712,121,0,0,55250,18615,51.708333333333336,62551
19673,21,210,9903,996,0,0,0,31477,10899,51.9,62553
19674,21,780,51037,5620,757,0,0,192600,57414,73.6076923076923,62554
19675,21,250,13121,1212,64,0,0,43682,14397,57.588,62555
19676,21,170,7771,1028,0,0,0,21507,8799,51.758823529411764,62556
19677,21,3160,153052,17484,1224,0,73,540173,171833,54.37753164556962,62557
19678,21,1720,104856,13959,1341,20,0,383166,120176,69.86976744186046,62558
19679,21,710,40305,4307,415,0,0,142570,45027,63.41830985915493,62560
19680,21,2530,137623,19099,1551,12,0,492357,158285,62.56324110671937,62561
19681,21,2930,252548,37685,5863,31,122,1046476,296249,101.10887372013651,62563
19682,21,3520,184067,23106,1896,0,91,663045,209160,59.42045454545455,62565
19683,21,540,26735,2481,88,0,0,86310,29304,54.266666666666666,62567
19684,21,7040,370776,49803,3664,27,152,1338447,424422,60.28721590909091,62568
19685,21,210,8873,1108,0,0,0,25821,9981,47.52857142857143,62570
19686,21,580,27220,3131,196,0,0,88462,30547,52.66724137931035,62571
19687,21,240,14329,1050,101,0,0,50147,15480,64.5,62572
19688,21,670,37461,3788,375,0,0,131203,41624,62.125373134328356,62573
19689,21,220,14358,826,62,0,0,50972,15246,69.3,62601
19690,21,490,29772,2439,247,0,0,108371,32458,66.2408163265306,62611
19691,21,930,50306,6484,438,0,0,171868,57228,61.535483870967745,62612
